unit_id,pred_fm,fm,pred_rul,true_rul
3.0,0.00010451179,0.0,130.25822800397873,161.9999930858612
3.0,8.643748e-05,0.0,126.34301269054413,160.99999582767487
3.0,7.78645e-05,0.0,124.623137652874,159.99999856948853
3.0,6.961153e-05,0.0,122.06682389974594,159.00000131130219
3.0,7.007816e-05,0.0,123.53297120332718,158.00000405311584
3.0,5.48403e-05,0.0,117.50907891988754,157.0000067949295
3.0,5.8964568e-05,0.0,119.69864892959595,155.99999392032623
3.0,5.5414213e-05,0.0,119.39032620191574,154.9999966621399
3.0,4.788844e-05,0.0,113.94288271665573,153.99999940395355
3.0,4.518881e-05,0.0,113.31697672605515,153.0000021457672
3.0,4.3579497e-05,0.0,112.87304884195328,152.00000488758087
3.0,4.3707856e-05,0.0,113.47738075256348,151.00000762939453
3.0,4.0176332e-05,0.0,110.46131187677383,149.99999475479126
3.0,4.2384858e-05,0.0,113.01212865114212,148.99999749660492
3.0,3.6635418e-05,0.0,108.28921663761139,148.00000023841858
3.0,3.5549165e-05,0.0,108.41764605045319,147.00000298023224
3.0,3.7207352e-05,0.0,110.78965485095978,146.0000057220459
3.0,3.534398e-05,0.0,108.3428121805191,144.99999284744263
3.0,4.128698e-05,0.0,114.31268727779388,143.9999955892563
3.0,4.8544804e-05,0.0,118.27134746313095,142.99999833106995
3.0,4.6209636e-05,0.0,117.34435695409775,142.0000010728836
3.0,4.613606e-05,0.0,117.38846552371979,141.00000381469727
3.0,4.5562723e-05,0.0,116.58461827039719,140.00000655651093
3.0,4.388695e-05,0.0,116.98687374591827,138.99999368190765
3.0,4.799062e-05,0.0,119.95239228010178,137.9999964237213
3.0,4.958892e-05,0.0,120.25597542524338,136.99999916553497
3.0,4.4813656e-05,0.0,118.05851912498474,136.00000190734863
3.0,4.2343367e-05,0.0,116.1262686252594,135.0000046491623
3.0,4.188593e-05,0.0,116.52621287107468,134.00000739097595
3.0,4.1748153e-05,0.0,115.92053014039993,132.99999451637268
3.0,3.7471636e-05,0.0,112.97836595773697,131.99999725818634
3.0,4.40556e-05,0.0,117.7623615860939,131.0
3.0,4.1969815e-05,0.0,116.36740952730179,130.00000274181366
3.0,4.0054143e-05,0.0,115.62845629453659,128.99999767541885
3.0,4.1047897e-05,0.0,115.92798697948456,128.0000004172325
