unit_id,pred_rul,true_rul
1.0,138.37669563293457,199.00000095367432
1.0,139.64559197425842,198.00000369548798
1.0,136.60017204284668,197.00000643730164
1.0,135.4700744152069,195.99999356269836
1.0,132.32077407836914,194.99999630451202
1.0,134.9668197631836,193.99999904632568
1.0,134.08093166351318,193.00000178813934
1.0,132.50204944610596,192.000004529953
1.0,134.43892240524292,191.00000727176666
1.0,130.1863065958023,189.9999943971634
1.0,128.90408945083618,188.99999713897705
1.0,132.29663109779358,187.9999998807907
1.0,133.03926980495453,187.00000262260437
1.0,131.41425669193268,186.00000536441803
1.0,135.40318930149078,184.99999248981476
1.0,141.08389520645142,183.99999523162842
1.0,135.14108335971832,182.99999797344208
1.0,132.52625489234924,182.00000071525574
1.0,127.8674014210701,181.0000034570694
1.0,134.37937700748444,180.00000619888306
1.0,141.44788265228271,178.99999332427979
1.0,142.6609034538269,177.99999606609344
1.0,143.522820353508,176.9999988079071
1.0,143.78433287143707,176.00000154972076
1.0,145.35070633888245,175.00000429153442
1.0,137.71577763557434,174.00000703334808
1.0,139.6916447877884,172.9999941587448
1.0,135.3536696434021,171.99999690055847
1.0,143.39306354522705,170.99999964237213
1.0,137.41892516613007,170.0000023841858
1.0,132.36890387535095,169.00000512599945
1.0,124.5545659661293,167.99999225139618
1.0,121.50084590911865,166.99999499320984
1.0,111.07546651363373,165.9999977350235
1.0,109.37473720312119,165.00000047683716
1.0,103.00504279136658,164.00000321865082
1.0,102.24817752838135,163.00000596046448
1.0,102.66540133953094,161.9999930858612
1.0,102.48723363876343,160.99999582767487
1.0,98.11931401491165,159.99999856948853
1.0,99.32157510519028,159.00000131130219
1.0,101.98372131586075,158.00000405311584
1.0,103.62490522861481,157.0000067949295
1.0,102.10669279098511,155.99999392032623
1.0,94.8713647723198,154.9999966621399
1.0,95.06479752063751,153.99999940395355
1.0,97.11743497848511,153.0000021457672
1.0,97.62701427936554,152.00000488758087
1.0,101.41863346099854,151.00000762939453
1.0,101.32837057113647,149.99999475479126
1.0,102.92759317159653,148.99999749660492
1.0,104.48432350158691,148.00000023841858
1.0,108.94096779823303,147.00000298023224
1.0,104.88160514831543,146.0000057220459
1.0,104.54762464761734,144.99999284744263
1.0,105.12045043706894,143.9999955892563
1.0,103.92905056476593,142.99999833106995
1.0,105.21832633018494,142.0000010728836
1.0,107.24746108055115,141.00000381469727
1.0,108.37079679965973,140.00000655651093
1.0,110.18703293800354,138.99999368190765
1.0,108.69122225046158,137.9999964237213
1.0,104.73323357105255,136.99999916553497
1.0,103.00416827201843,136.00000190734863
1.0,102.28774952888489,135.0000046491623
1.0,102.51396894454956,134.00000739097595
1.0,105.86158215999603,132.99999451637268
1.0,110.77897322177887,131.99999725818634
1.0,107.07044118642807,131.0
1.0,107.33649027347565,130.00000274181366
1.0,112.48987662792206,128.99999767541885
1.0,112.25280380249023,128.0000004172325
1.0,108.49121499061584,127.00000315904617
1.0,108.70305168628693,125.99999809265137
1.0,108.9886525273323,125.00000083446503
1.0,104.81027716398239,124.00000357627869
1.0,107.19798046350479,122.99999850988388
1.0,104.58089542388916,122.00000125169754
1.0,107.26157051324844,120.99999618530273
1.0,104.79658937454224,119.9999989271164
1.0,105.05351847410202,119.00000166893005
1.0,103.85804271697998,117.99999660253525
1.0,104.15278697013855,116.99999934434891
1.0,107.74244683980942,116.00000208616257
1.0,102.70804977416992,114.99999701976776
1.0,94.1647999882698,113.99999976158142
1.0,91.04511618614197,113.00000250339508
1.0,90.03033018112183,111.99999743700027
1.0,93.0077406167984,111.00000017881393
1.0,90.18544805049896,110.0000029206276
1.0,92.54376125335693,108.99999785423279
1.0,91.21346896886826,108.00000059604645
1.0,91.24217194318771,107.00000333786011
1.0,82.57819163799286,105.9999982714653
1.0,83.76462548971176,105.00000101327896
1.0,77.66380673646927,104.00000375509262
1.0,75.9152911901474,102.99999868869781
1.0,73.94557690620422,102.00000143051147
1.0,77.65490537881851,100.99999636411667
1.0,71.22370570898056,99.99999910593033
1.0,69.32416379451752,99.00000184774399
1.0,68.88308590650558,97.99999678134918
1.0,66.27370756864548,96.99999952316284
