x1,x2
0.35163218,3.4362001
0.9311802,1.8595918
-0.89504063,2.052095
-2.8776286,1.5807279
-1.0380011,-0.33883172
-2.5817106,2.234868
-1.3090276,2.5105255
-2.7542956,0.15842806
-0.78722274,2.937225
0.0081107905,3.39146
-2.155912,1.329085
-2.536308,2.5561285
0.8430514,-3.8053517
-0.0506944,1.8042787
-1.6895235,-0.13113894
-0.14267026,1.7025816
-0.4982133,-1.0410682
-0.8065423,0.35388687
0.5874659,2.5883079
-3.178177,-0.46049163
-1.5769843,1.2744687
-0.035355218,0.41254994
-0.49574512,2.005849
0.2955305,0.78545177
-1.0546098,1.4048622
-0.22504494,2.0969887
-0.01951848,0.80253035
-1.7016166,0.7601917
-0.8672466,2.8114314
-0.92118025,3.9642951
-0.67953247,1.2722354
-1.5222125,2.485571
-1.1380383,-0.27699605
-0.25681448,-2.0124004
-1.2557247,1.4400432
-2.6422858,0.04034533
-3.8898895,2.469468
-1.4337744,3.7645812
-1.3692073,2.4681516
-1.9163913,0.97147864
-1.3528025,2.238876
-0.6254177,1.4717007
0.59815156,1.667983
-1.1714655,3.8036187
-0.3973861,-2.1474516
-0.18562232,0.59125173
-3.0851312,1.6458163
1.0240312,2.1663165
-1.6258903,1.7192117
-0.5546906,-1.9694611
-0.6345333,-1.3105364
-0.8739347,-0.46924797
-1.9589877,-1.4357227
1.6432304,1.4950063
-2.148199,0.80812466
-1.301803,0.78664625
0.42837352,-0.40333167
-0.007871464,3.008769
1.1760601,1.5555921
-1.7328019,0.11154653
-0.77130747,0.44603437
-2.1322103,0.9497602
3.317232,-0.75704134
-0.7285234,0.30262014
0.9391764,-1.8534064
-0.73627603,1.2160618
0.89537555,0.41501406
-0.7591876,-1.8641707
0.11753262,0.7572013
0.080329455,-0.99944454
-1.41182,-0.49655616
-1.1517993,-1.5708662
-0.48856407,2.1919358
-0.78092235,-2.148829
0.06416296,0.63888043
-0.50683874,2.4143531
1.0257568,-0.94491744
-0.8722194,-0.20117252
0.9348722,-0.4959104
1.9677902,1.7165198
0.171192,-3.024112
0.5631978,1.332426
0.13642463,-1.3404307
1.7809674,-2.365648
1.3166796,1.9853961
1.8619434,1.258932
1.3368279,-1.9944198
0.31975046,0.44515193
0.8616458,-1.0040184
0.64454883,-2.2000375
0.16718179,0.92769885
0.24719627,-1.9556069
3.5931811,-2.1525521
1.4024446,-3.1293395
1.062988,-3.1187832
0.5910313,-0.30637404
3.3462715,0.44928852
1.9970515,1.2984943
4.79069,-1.2084279
2.2194743,-1.0205564
0.6785438,-3.2398665
2.9881785,-3.7627919
0.7559719,-2.2207098
1.2895392,1.1065925
1.9794321,0.2575173
1.4933908,-2.3766239
2.9429502,-0.20280966
3.0244913,-4.3534493
1.8023267,-2.03613
2.5983322,-1.1988548
4.1586366,-4.1874237
1.5072675,-1.9534373
4.6164284,-3.3029206
2.004543,-1.0661092
3.9723756,-1.8851035
-1.0728161,-1.8908479
3.7027607,-2.334144
2.7249177,-2.3756843
4.0824485,-2.119347
4.494262,-3.7434628
4.541498,-1.4618949
7.057535,-5.305614
3.6452632,-5.3510246
5.834439,-3.5799477
5.20601,-5.6221776
3.5463593,-3.7995288
3.426878,-3.8853045
5.8704066,-2.589393
5.593444,-2.694833
3.9513319,-4.697546
3.7033,-5.245023
6.4984922,-4.997143
6.048641,-1.5521518
4.948307,-5.6159935
3.6685445,-3.508001
3.2226968,-3.5358307
6.257568,-2.5657988
3.2226534,-4.6365957
7.1499877,-4.6438336
5.6676865,-5.3459997
6.2114563,-3.0642674
7.206816,-4.1302114
6.100045,-3.5120628
7.0201015,-4.9839683
9.393918,-3.350788
5.4067307,-5.385529
7.6735735,-3.2811897
6.216765,-6.0925508
9.969769,-4.9197845
9.127878,-5.421461
10.143577,-5.112572
11.616241,-4.390113
9.38744,-5.8246655
10.5995,-4.203079
9.042928,-5.4912467
9.604224,-5.6595836
8.12864,-3.4902868
9.493716,-5.4497647
10.399321,-5.488094
13.417168,-5.0344048
10.683094,-5.362403
12.528127,-4.5275393
13.728861,-4.0813713
12.730843,-4.686102
11.532215,-4.9582515
14.720535,-4.723589
11.157634,-5.7386804
11.00428,-5.7468314
12.782837,-5.2940435
13.716869,-5.050224
13.305131,-5.174602
13.611027,-5.348255
14.399386,-4.683431
13.689588,-4.9106355
15.214878,-4.104441
13.226123,-5.2192435
16.071857,-4.1775517
15.313551,-4.324346
14.400022,-4.3929334
14.727726,-4.155514
16.055912,-4.213266
16.934914,-3.1794496
15.948939,-4.0963902
18.703176,-2.5001895
17.776218,-3.7339165
16.47215,-2.8230848
18.052784,-3.6727924
17.493164,-3.120543
18.4507,-3.168139
18.2338,-3.2225072
17.887861,-3.8442218
18.529781,-3.4334247
-4.4158373,5.273995
-3.3401477,4.8936768
-3.4573781,6.060059
-4.6864505,5.6294837
-5.1281285,4.365809
-5.0704455,5.348406
-3.2683473,4.3910685
-3.6312141,4.2330656
-5.143904,5.025323
-4.394734,5.020296
-2.2840636,3.3282545
-4.5835223,4.600444
-3.0897753,5.6218877
-4.3307257,5.393955
-3.2736952,2.2498028
-4.9127083,4.9978395
-4.675377,3.738494
-2.834273,5.25857
-5.4406333,3.9790297
-5.140589,3.467131
-5.73179,4.3001785
-4.739547,3.0039704
-4.1838164,2.2171066
-4.7501345,3.4581096
-3.577021,5.1625004
-5.6894565,4.0118694
-2.9943593,3.683611
-5.5220165,4.644082
-4.4213305,4.477819
-2.361924,5.4257183
-5.375622,3.4674811
-4.164708,5.6977487
-2.7766335,4.955135
-4.2475514,3.9047105
-4.3979077,4.3728895
-4.3001304,5.908184
-4.5366483,5.088497
-3.1186132,3.1188881
-3.955558,4.9506154
-2.9491975,3.2651343
-3.5284865,0.5144616
-5.8125362,3.9065788
-5.0298905,4.1054397
-3.3756943,3.6030989
-3.4155028,4.836814
-5.3280396,2.8302152
-4.4955044,2.9154196
-4.172046,5.0102854
-4.6818013,2.0554388
-4.780195,2.8774824
-3.5468085,3.8043432
-2.2569997,5.643038
-4.2677526,5.1929016
-2.9609845,4.8955617
-4.3619037,2.8640628
-3.83271,5.1511483
-4.329269,2.9814856
