unit_id,pred_fm,fm,pred_rul,true_rul
32.0,8.8560875e-05,0.0,122.15370583534241,128.99999767541885
32.0,9.04298e-05,0.0,122.38176798820496,128.0000004172325
32.0,8.753254e-05,0.0,119.79415112733841,127.00000315904617
32.0,8.584301e-05,0.0,118.29740345478058,125.99999809265137
32.0,8.716438e-05,0.0,119.3963463306427,125.00000083446503
32.0,8.8191075e-05,0.0,117.5719428062439,124.00000357627869
32.0,8.611308e-05,0.0,115.99311524629593,122.99999850988388
32.0,8.4887746e-05,0.0,111.75328928232193,122.00000125169754
32.0,8.043533e-05,0.0,111.74510627985,120.99999618530273
32.0,8.159274e-05,0.0,111.42208069562912,119.9999989271164
32.0,8.497505e-05,0.0,109.44325423240662,119.00000166893005
32.0,8.527272e-05,0.0,108.80990701913834,117.99999660253525
32.0,8.595728e-05,0.0,107.3804817199707,116.99999934434891
32.0,8.8130386e-05,0.0,108.79080033302307,116.00000208616257
32.0,8.768551e-05,0.0,111.76163625717163,114.99999701976776
32.0,8.270756e-05,0.0,109.14009273052216,113.99999976158142
32.0,8.219186e-05,0.0,107.95776599645615,113.00000250339508
32.0,8.317379e-05,0.0,107.48707157373428,111.99999743700027
32.0,8.580446e-05,0.0,108.64726984500885,111.00000017881393
32.0,8.252202e-05,0.0,107.5614447593689,110.0000029206276
32.0,8.007769e-05,0.0,107.07585227489471,108.99999785423279
32.0,7.839467e-05,0.0,103.65110957622528,108.00000059604645
32.0,8.316555e-05,0.0,107.33867657184601,107.00000333786011
32.0,8.328062e-05,0.0,109.39553827047348,105.9999982714653
32.0,7.576143e-05,0.0,107.3656929731369,105.00000101327896
32.0,7.934153e-05,0.0,110.80141401290894,104.00000375509262
32.0,7.671862e-05,0.0,108.91176509857178,102.99999868869781
32.0,7.529752e-05,0.0,108.35312682390213,102.00000143051147
32.0,7.543709e-05,0.0,108.0917158126831,100.99999636411667
32.0,7.909474e-05,0.0,108.02380001544952,99.99999910593033
32.0,8.235631e-05,0.0,108.86782830953598,99.00000184774399
32.0,8.616047e-05,0.0,109.55302983522415,97.99999678134918
32.0,8.3206876e-05,0.0,110.20304757356644,96.99999952316284
32.0,8.282081e-05,0.0,110.80497455596924,96.0000022649765
32.0,7.905017e-05,0.0,106.73865479230881,94.9999971985817
32.0,7.523838e-05,0.0,104.75254327058792,93.99999994039536
32.0,7.548602e-05,0.0,100.39040952920914,93.00000268220901
32.0,7.63778e-05,0.0,99.853884100914,91.99999761581421
32.0,7.644666e-05,0.0,103.15357834100723,91.00000035762787
32.0,7.494179e-05,0.0,101.33221220970154,90.00000309944153
32.0,6.8028276e-05,0.0,96.97379517555237,88.99999803304672
32.0,7.093398e-05,0.0,96.75196397304535,88.00000077486038
32.0,6.891281e-05,0.0,92.51068568229675,87.00000351667404
32.0,7.11769e-05,0.0,91.13496524095535,85.99999845027924
32.0,7.244587e-05,0.0,92.29812282323837,85.0000011920929
32.0,7.174264e-05,0.0,93.0027745962143,83.99999612569809
32.0,7.222327e-05,0.0,94.10066336393356,82.99999886751175
32.0,7.654339e-05,0.0,94.32358771562576,82.00000160932541
32.0,7.6961674e-05,0.0,93.01283156871796,80.9999965429306
32.0,7.1333045e-05,0.0,89.20558035373688,79.99999928474426
32.0,7.240346e-05,0.0,88.59715694189072,79.00000202655792
32.0,7.448822e-05,0.0,90.62932908535004,77.99999696016312
32.0,7.577856e-05,0.0,89.39251667261124,76.99999970197678
32.0,7.152984e-05,0.0,87.90095365047455,76.00000244379044
32.0,6.731514e-05,0.0,84.52036637067795,74.99999737739563
32.0,7.165696e-05,0.0,85.54997235536575,74.00000011920929
32.0,7.151047e-05,0.0,83.9505233168602,73.00000286102295
32.0,7.445015e-05,0.0,86.45242166519165,71.99999779462814
32.0,7.176857e-05,0.0,86.18233573436737,71.0000005364418
32.0,7.6567114e-05,0.0,86.3341897726059,70.00000327825546
32.0,7.717627e-05,0.0,85.15191769599915,68.99999821186066
32.0,7.58361e-05,0.0,86.75079673528671,68.00000095367432
32.0,7.612737e-05,0.0,83.66375124454498,67.00000369548798
32.0,7.6993536e-05,0.0,83.58910477161407,65.99999862909317
32.0,7.9021236e-05,0.0,87.18409764766693,65.00000137090683
32.0,7.419034e-05,0.0,85.82617992162704,64.00000020861626
32.0,7.318355e-05,0.0,81.67988848686218,62.999999046325684
32.0,7.238564e-05,0.0,83.3523833155632,62.00000178813934
32.0,6.946816e-05,0.0,80.26280796527863,61.00000062584877
32.0,6.8280446e-05,0.0,77.96108865737915,59.9999994635582
32.0,6.995677e-05,0.0,76.18624383211136,58.999998301267624
32.0,6.771018e-05,0.0,71.07078194618225,58.000001043081284
32.0,6.743966e-05,0.0,69.2908227443695,56.99999988079071
32.0,6.474626e-05,0.0,62.82890948653221,55.99999871850014
32.0,6.557504e-05,0.0,64.31695491075516,55.0000014603138
32.0,6.179657e-05,0.0,64.18562865257263,54.000000298023224
32.0,6.528541e-05,0.0,64.5118790268898,52.99999913573265
32.0,6.285886e-05,0.0,63.45305863022804,52.00000187754631
32.0,6.196381e-05,0.0,61.93526002764702,51.00000071525574
32.0,6.3492516e-05,0.0,61.991057485342026,49.999999552965164
32.0,6.0562976e-05,0.0,56.290300101041794,48.99999839067459
32.0,6.0818493e-05,0.0,54.48546004295349,48.00000113248825
32.0,6.2029845e-05,0.0,54.515670001506805,46.99999997019768
32.0,6.1274375e-05,0.0,51.150359481573105,45.999998807907104
32.0,6.261847e-05,0.0,50.469136238098145,45.000001549720764
32.0,6.285982e-05,0.0,47.88497060537338,44.00000038743019
32.0,6.1406165e-05,0.0,45.066992074251175,42.99999922513962
32.0,6.0564882e-05,0.0,43.061356127262115,41.999998062849045
32.0,6.62146e-05,0.0,44.02947247028351,41.000000804662704
32.0,6.376818e-05,0.0,41.36026373505592,39.99999964237213
32.0,7.061751e-05,0.0,43.647303611040115,38.99999848008156
32.0,6.484252e-05,0.0,40.413717567920685,38.00000122189522
32.0,6.6017514e-05,0.0,40.32546138763428,37.000000059604645
