x1,x2
0.5654252,8.179995
0.11541664,9.807365
-0.21495633,8.211417
-0.17562582,8.845614
1.9154111,10.646433
0.48374906,11.662018
-1.1707859,7.6487184
0.3448658,8.635511
-0.344007,10.987289
-0.40803853,8.133664
0.63746214,9.495025
1.7049724,10.308808
1.6421356,8.939758
-0.4842502,6.927199
1.3878616,7.382557
1.5345428,8.649158
1.2567481,10.938078
1.0427153,9.776863
1.3846748,8.289781
1.7201203,8.375518
-0.007928509,7.935291
0.008974115,10.374536
1.747874,8.95055
0.7755449,8.927895
-0.99283165,8.594445
-0.13512829,9.693087
0.8424706,7.2969666
0.4531678,8.1724
0.9981337,11.368019
-0.2848338,9.389677
1.6419066,7.9839587
1.4498558,8.781654
0.89331055,10.065995
-0.60037667,8.74777
-2.1425056,10.065063
0.5493097,11.257345
1.2640731,11.589532
-0.9818272,9.310871
1.3279113,9.993671
0.18684694,12.33643
1.1342713,10.143586
-0.099306166,10.6066885
0.96182364,9.660447
-0.5547056,7.13195
-1.2425718,8.295014
0.57670987,10.537351
-0.9510722,9.609778
-1.1253858,12.481394
0.75018525,7.095724
0.29415974,9.756024
2.0876696,9.12664
-0.48484498,7.943339
-0.22999188,8.010774
-0.8645549,9.613088
0.55863947,8.284555
-0.7669914,11.8207855
1.5456101,8.358492
-0.10175845,11.168642
-0.78015125,11.686448
-1.187473,9.880526
1.7601556,9.27493
-0.8998652,7.2464833
0.6240933,8.8014
-1.0437734,7.668686
1.4668455,9.551009
-0.825956,8.645182
-1.298079,8.760558
0.31359512,8.635988
-1.3833644,9.361882
-1.1222863,11.085534
1.1975285,8.771747
-0.14212069,10.807711
-0.73880446,11.519532
0.2543402,11.899103
0.7879836,11.555558
-1.1136466,8.993032
0.772279,8.390195
-0.23940785,8.090067
1.5537449,8.431949
0.59074414,11.303249
-0.18013443,12.207877
-0.6668327,11.086621
-0.53182876,12.101771
0.7628089,7.343698
-3.0413885,13.193885
-1.961048,11.476007
-0.9910456,10.307297
0.694541,10.404524
-1.5404466,9.146906
0.00091333094,9.859852
-3.6059768,12.192956
-0.40050772,11.902374
-1.900779,9.614107
-0.15436107,9.094292
-1.7278272,9.677596
-1.4832393,11.121049
-0.18118185,9.224863
-0.6503985,12.327722
-2.016625,11.158547
-0.9120173,10.691014
0.0026676778,7.7204366
-0.22398175,10.412817
-2.5150208,7.5396276
-4.2163734,10.678594
-0.5989218,7.6101966
-1.7635306,12.5173025
-1.5816675,11.752867
-1.8686775,9.333967
-0.88366663,10.138478
-1.3565251,11.831312
-0.8672393,10.005484
-0.34240672,11.328447
-1.7191299,9.269162
-0.62112015,10.645517
-0.8101152,11.404435
-0.89026827,11.937029
-1.3459266,8.207309
-2.1095936,9.594042
-0.5080781,8.536346
-0.065210424,12.003872
-2.3805308,9.861195
-1.015402,9.419422
-1.7395179,9.437451
-2.0085306,11.619089
-0.1796411,11.818504
-0.30366564,8.565491
0.45878166,10.299975
-3.6949835,10.810047
-0.5990283,10.715206
0.555479,11.587217
-2.0372615,9.6090145
-2.7086246,9.321787
-2.0616245,11.385586
-2.7155216,9.832743
-2.299387,9.205672
-0.80453,9.503589
-3.039244,9.318723
-1.1377474,12.147943
-3.9211676,12.680188
-2.743791,12.133365
-3.8065958,11.292555
-1.8863701,11.763896
-3.1664293,12.177824
-3.7682722,11.503556
-5.0703726,12.771989
-2.4637606,8.249343
-4.444368,10.208197
-1.3241438,12.069186
-3.6996245,12.464665
-2.9798543,11.747595
-4.1471615,9.221258
-3.7194061,10.055709
-5.683049,11.229139
-2.318746,9.364198
-5.3422403,12.968423
-4.9635553,9.012203
-4.294497,13.0077305
-3.5167282,10.844621
