unit_id,pred_rul,true_rul
1.0,113.44963818788528,199.00000095367432
1.0,108.64434176683426,198.00000369548798
1.0,110.39509046077728,197.00000643730164
1.0,108.92086946964264,195.99999356269836
1.0,104.77923172712326,194.99999630451202
1.0,103.71123278141022,193.99999904632568
1.0,109.14682340621948,193.00000178813934
1.0,113.45866447687149,192.000004529953
1.0,119.30762946605682,191.00000727176666
1.0,117.74644064903259,189.9999943971634
1.0,113.01853138208389,188.99999713897705
1.0,116.99732112884521,187.9999998807907
1.0,120.69959098100662,187.00000262260437
1.0,121.70690453052521,186.00000536441803
1.0,124.5808796286583,184.99999248981476
1.0,124.57415676116943,183.99999523162842
1.0,120.72842669487,182.99999797344208
1.0,119.81593602895737,182.00000071525574
1.0,118.97150951623917,181.0000034570694
1.0,120.06405746936798,180.00000619888306
1.0,121.41912519931793,178.99999332427979
1.0,124.06385910511017,177.99999606609344
1.0,119.77105444669724,176.9999988079071
1.0,117.14861297607422,176.00000154972076
1.0,117.67193472385406,175.00000429153442
1.0,113.36319351196289,174.00000703334808
1.0,114.50773632526398,172.9999941587448
1.0,114.01556152105331,171.99999690055847
1.0,120.46861636638641,170.99999964237213
1.0,111.61876946687698,170.0000023841858
1.0,105.6608018875122,169.00000512599945
1.0,98.14561986923218,167.99999225139618
1.0,99.91371059417725,166.99999499320984
1.0,91.96252602338791,165.9999977350235
1.0,91.44316303730011,165.00000047683716
1.0,92.90337610244751,164.00000321865082
1.0,94.22278374433517,163.00000596046448
1.0,97.2082132101059,161.9999930858612
1.0,97.15981793403625,160.99999582767487
1.0,97.62788879871368,159.99999856948853
1.0,97.6373211145401,159.00000131130219
1.0,96.41710895299911,158.00000405311584
1.0,95.54589247703552,157.0000067949295
1.0,95.4833174943924,155.99999392032623
1.0,95.91270649433136,154.9999966621399
1.0,92.59692734479904,153.99999940395355
1.0,96.03499084711075,153.0000021457672
1.0,97.34176480770111,152.00000488758087
1.0,97.85592752695084,151.00000762939453
1.0,96.9571402668953,149.99999475479126
1.0,97.02025401592255,148.99999749660492
1.0,98.00664937496185,148.00000023841858
1.0,102.07519447803497,147.00000298023224
1.0,95.73472619056702,146.0000057220459
1.0,93.13374948501587,144.99999284744263
1.0,99.73223221302032,143.9999955892563
1.0,99.30724704265594,142.99999833106995
1.0,101.81948345899582,142.0000010728836
1.0,99.47759091854095,141.00000381469727
1.0,102.44650602340698,140.00000655651093
1.0,103.14874505996704,138.99999368190765
1.0,97.91733908653259,137.9999964237213
1.0,96.3692055940628,136.99999916553497
1.0,99.88172817230225,136.00000190734863
1.0,99.82597756385803,135.0000046491623
1.0,99.39768171310425,134.00000739097595
1.0,96.65006685256958,132.99999451637268
1.0,104.37193214893341,131.99999725818634
1.0,98.18261516094208,131.0
1.0,98.69687157869339,130.00000274181366
1.0,105.55253326892853,128.99999767541885
1.0,103.50720429420471,128.0000004172325
1.0,103.25421833992004,127.00000315904617
1.0,99.60221773386002,125.99999809265137
1.0,97.97063791751862,125.00000083446503
1.0,89.61626088619232,124.00000357627869
1.0,88.45628905296326,122.99999850988388
1.0,85.23368525505066,122.00000125169754
1.0,85.72998279333115,120.99999618530273
1.0,80.2658765912056,119.9999989271164
1.0,78.84684401750565,119.00000166893005
1.0,77.4041291475296,117.99999660253525
1.0,78.56847357749939,116.99999934434891
1.0,78.98522889614105,116.00000208616257
1.0,75.00797736644745,114.99999701976776
1.0,66.8787812590599,113.99999976158142
1.0,70.38323014974594,113.00000250339508
1.0,64.23878693580627,111.99999743700027
1.0,67.55596375465393,111.00000017881393
1.0,65.77630126476288,110.0000029206276
1.0,67.22198325395584,108.99999785423279
1.0,65.76212155818939,108.00000059604645
1.0,71.82175981998444,107.00000333786011
1.0,65.1889756321907,105.9999982714653
1.0,68.14397650957108,105.00000101327896
1.0,62.66395717859268,104.00000375509262
1.0,63.865289092063904,102.99999868869781
1.0,68.1232613325119,102.00000143051147
1.0,71.92356324195862,100.99999636411667
1.0,69.92118722200394,99.99999910593033
1.0,66.94433897733688,99.00000184774399
1.0,67.86563730239868,97.99999678134918
1.0,67.55350416898727,96.99999952316284
1.0,64.94351679086685,96.0000022649765
1.0,61.84966254234314,94.9999971985817
1.0,67.05848717689514,93.99999994039536
1.0,66.84903979301453,93.00000268220901
1.0,61.37764072418213,91.99999761581421
1.0,66.1919322013855,91.00000035762787
1.0,58.33813941478729,90.00000309944153
1.0,56.016602873802185,88.99999803304672
1.0,60.131848871707916,88.00000077486038
1.0,59.056080758571625,87.00000351667404
1.0,57.0621063709259,85.99999845027924
1.0,55.505906999111176,85.0000011920929
1.0,57.98756647109985,83.99999612569809
1.0,64.42202216386795,82.99999886751175
1.0,64.22549736499786,82.00000160932541
1.0,64.0418951511383,80.9999965429306
1.0,60.40697890520096,79.99999928474426
1.0,52.71358233690262,79.00000202655792
1.0,53.85775816440582,77.99999696016312
1.0,53.29555153846741,76.99999970197678
1.0,58.53228271007538,76.00000244379044
1.0,56.654361724853516,74.99999737739563
1.0,58.866552114486694,74.00000011920929
1.0,59.08088743686676,73.00000286102295
1.0,54.14066517353058,71.99999779462814
1.0,50.341487646102905,71.0000005364418
1.0,51.452244341373444,70.00000327825546
1.0,51.060967206954956,68.99999821186066
1.0,51.3334424495697,68.00000095367432
1.0,48.753063797950745,67.00000369548798
1.0,46.90881961584091,65.99999862909317
