unit_id,pred_fm,fm,pred_rul,true_rul
1.0,5.7181475e-11,0.0,165.19770431518555,199.00000095367432
1.0,6.075801e-11,0.0,169.92673015594482,198.00000369548798
1.0,5.429054e-11,0.0,166.42462372779846,197.00000643730164
1.0,6.5417734e-11,0.0,172.2497502565384,195.99999356269836
1.0,8.142673e-11,0.0,173.07000255584717,194.99999630451202
1.0,9.0048004e-11,0.0,180.79511606693268,193.99999904632568
1.0,8.421315e-11,0.0,172.77934980392456,193.00000178813934
1.0,8.034281e-11,0.0,157.7870273590088,192.000004529953
1.0,7.716448e-11,0.0,157.75296795368195,191.00000727176666
1.0,6.081969e-11,0.0,154.34793317317963,189.9999943971634
1.0,5.5340427e-11,0.0,148.98592710494995,188.99999713897705
1.0,6.8009404e-11,0.0,154.41997170448303,187.9999998807907
1.0,7.0167185e-11,0.0,155.78275394439697,187.00000262260437
1.0,5.7835653e-11,0.0,153.2510360479355,186.00000536441803
1.0,4.2669823e-11,0.0,154.3500726222992,184.99999248981476
1.0,3.5088463e-11,0.0,160.1353304386139,183.99999523162842
1.0,3.3236424e-11,0.0,160.56842052936554,182.99999797344208
1.0,3.0094323e-11,0.0,162.98384296894073,182.00000071525574
1.0,3.2324327e-11,0.0,161.25907218456268,181.0000034570694
1.0,2.9075934e-11,0.0,166.60460293293,180.00000619888306
1.0,3.0905688e-11,0.0,172.23905301094055,178.99999332427979
1.0,1.9979117e-11,0.0,172.8850417137146,177.99999606609344
1.0,1.7824619e-11,0.0,173.76593255996704,176.9999988079071
1.0,1.625391e-11,0.0,174.84187245368958,176.00000154972076
1.0,1.7829821e-11,0.0,176.12216877937317,175.00000429153442
1.0,1.2426891e-11,0.0,167.4210135936737,174.00000703334808
1.0,1.170051e-11,0.0,168.27905762195587,172.9999941587448
1.0,1.0825331e-11,0.0,161.45154452323914,171.99999690055847
1.0,9.604076e-12,0.0,163.67166805267334,170.99999964237213
1.0,1.0515051e-11,0.0,172.72581672668457,170.0000023841858
1.0,9.943798e-12,0.0,167.33937096595764,169.00000512599945
1.0,5.8758046e-12,0.0,165.16147422790527,167.99999225139618
1.0,4.913138e-12,0.0,159.3781840801239,166.99999499320984
1.0,4.8234697e-12,0.0,153.37093889713287,165.9999977350235
1.0,4.0184006e-12,0.0,150.821839928627,165.00000047683716
1.0,4.679421e-12,0.0,148.74474716186523,164.00000321865082
1.0,3.861791e-12,0.0,145.38137698173523,163.00000596046448
1.0,4.2317642e-12,0.0,147.67138397693634,161.9999930858612
1.0,3.8843295e-12,0.0,146.45734810829163,160.99999582767487
1.0,3.230761e-12,0.0,141.1348203420639,159.99999856948853
1.0,4.4286293e-12,0.0,135.92265379428864,159.00000131130219
1.0,4.439751e-12,0.0,139.31956803798676,158.00000405311584
1.0,5.0542587e-12,0.0,140.97342467308044,157.0000067949295
1.0,4.132931e-12,0.0,131.33508145809174,155.99999392032623
1.0,2.3991993e-12,0.0,120.45113378763199,154.9999966621399
1.0,2.5399726e-12,0.0,117.04427188634872,153.99999940395355
1.0,2.0303605e-12,0.0,114.16775131225586,153.0000021457672
1.0,1.6863131e-12,0.0,112.76791912317276,152.00000488758087
1.0,2.143834e-12,0.0,112.66080611944199,151.00000762939453
1.0,1.9042211e-12,0.0,111.75487434864044,149.99999475479126
1.0,2.0433323e-12,0.0,109.46995049715042,148.99999749660492
1.0,1.9271858e-12,0.0,111.71565371751785,148.00000023841858
1.0,1.878271e-12,0.0,118.63203984498978,147.00000298023224
1.0,1.9051221e-12,0.0,109.88186472654343,146.0000057220459
1.0,1.4520631e-12,0.0,110.68290102481842,144.99999284744263
1.0,1.1133823e-12,0.0,110.57632678747177,143.9999955892563
1.0,1.2341471e-12,0.0,109.92495822906494,142.99999833106995
1.0,1.2802222e-12,0.0,108.65492969751358,142.0000010728836
1.0,1.3763968e-12,0.0,108.20137429237366,141.00000381469727
1.0,1.0936817e-12,0.0,107.09976100921631,140.00000655651093
1.0,1.1725974e-12,0.0,115.07618951797485,138.99999368190765
1.0,1.2136655e-12,0.0,114.25204092264175,137.9999964237213
1.0,1.191104e-12,0.0,111.35894352197647,136.99999916553497
1.0,1.0107881e-12,0.0,117.22185397148132,136.00000190734863
1.0,8.2479547e-13,0.0,112.20486921072006,135.0000046491623
1.0,5.7829414e-13,0.0,111.88691115379333,134.00000739097595
1.0,7.4995717e-13,0.0,112.24122422933578,132.99999451637268
1.0,9.474128e-13,0.0,121.33383613824844,131.99999725818634
1.0,8.3254025e-13,0.0,111.81752741336823,131.0
1.0,6.0510223e-13,0.0,111.82638192176819,130.00000274181366
1.0,8.199581e-13,0.0,118.73530340194702,128.99999767541885
1.0,5.832301e-13,0.0,118.74493092298508,128.0000004172325
1.0,5.220458e-13,0.0,109.68330979347229,127.00000315904617
1.0,5.0247854e-13,0.0,106.9860110282898,125.99999809265137
1.0,3.894216e-13,0.0,103.51743304729462,125.00000083446503
1.0,4.6566874e-13,0.0,98.57183873653412,124.00000357627869
1.0,4.3450576e-13,0.0,95.11748731136322,122.99999850988388
1.0,3.8526073e-13,0.0,90.35480028390884,122.00000125169754
1.0,3.1693945e-13,0.0,90.3002599477768,120.99999618530273
1.0,2.8202413e-13,0.0,88.24743509292603,119.9999989271164
1.0,2.9747995e-13,0.0,86.6065166592598,119.00000166893005
1.0,1.954877e-13,0.0,80.72322678565979,117.99999660253525
1.0,2.0902044e-13,0.0,80.154640853405,116.99999934434891
1.0,1.8390098e-13,0.0,84.73226553201675,116.00000208616257
1.0,1.5142812e-13,0.0,79.67317110300064,114.99999701976776
1.0,1.3285893e-13,0.0,73.83509856462479,113.99999976158142
1.0,1.2100568e-13,0.0,68.58073645830154,113.00000250339508
1.0,9.178188e-14,0.0,67.88992863893509,111.99999743700027
1.0,9.765026e-14,0.0,72.95082676410675,111.00000017881393
1.0,7.3946424e-14,0.0,73.81795954704285,110.0000029206276
1.0,6.677433e-14,0.0,76.79447984695435,108.99999785423279
1.0,6.05491e-14,0.0,78.6249269247055,108.00000059604645
1.0,5.154058e-14,0.0,79.87651246786118,107.00000333786011
1.0,4.8481655e-14,0.0,73.54079937934875,105.9999982714653
1.0,4.3276204e-14,0.0,74.83729773759842,105.00000101327896
1.0,3.638582e-14,0.0,73.42214584350586,104.00000375509262
1.0,3.9257375e-14,0.0,73.41714859008789,102.99999868869781
1.0,3.8631275e-14,0.0,73.01719653606415,102.00000143051147
1.0,3.217456e-14,0.0,79.00000202655792,100.99999636411667
1.0,2.8144359e-14,0.0,70.60749751329422,99.99999910593033
1.0,1.945035e-14,0.0,68.8665246963501,99.00000184774399
1.0,1.595432e-14,0.0,67.30461752414703,97.99999678134918
1.0,1.390531e-14,0.0,65.20372143387794,96.99999952316284
1.0,1.2580193e-14,0.0,60.39271721243858,96.0000022649765
1.0,1.11413945e-14,0.0,54.64165544509888,94.9999971985817
1.0,9.427486e-15,0.0,57.32982641458511,93.99999994039536
1.0,1.110215e-14,0.0,58.988028317689896,93.00000268220901
1.0,1.0742814e-14,0.0,57.79758495092392,91.99999761581421
1.0,9.855002e-15,0.0,59.829679012298584,91.00000035762787
1.0,7.5424125e-15,0.0,56.88044449687004,90.00000309944153
1.0,6.775382e-15,0.0,59.407524317502975,88.99999803304672
1.0,5.432327e-15,0.0,59.822257310152054,88.00000077486038
1.0,4.9555e-15,0.0,55.74247229099274,87.00000351667404
1.0,3.5254017e-15,0.0,56.00129488110542,85.99999845027924
1.0,3.4433945e-15,0.0,55.49657618999481,85.0000011920929
1.0,4.1284894e-15,0.0,53.747350096702576,83.99999612569809
1.0,3.0707608e-15,0.0,55.12138396501541,82.99999886751175
