unit_id,pred_rul,true_rul
3.0,267.54807567596436,161.9999930858612
3.0,240.9125587940216,160.99999582767487
3.0,236.1927934885025,159.99999856948853
3.0,223.47589230537415,159.00000131130219
3.0,217.17224752902985,158.00000405311584
3.0,211.99676394462585,157.0000067949295
3.0,191.91520738601685,155.99999392032623
3.0,176.29038882255554,154.9999966621399
3.0,171.7615966796875,153.99999940395355
3.0,143.048752784729,153.0000021457672
3.0,153.55069947242737,152.00000488758087
3.0,139.5823611021042,151.00000762939453
3.0,143.38400602340698,149.99999475479126
3.0,124.5581967830658,148.99999749660492
3.0,125.04692816734314,148.00000023841858
3.0,113.61516439914703,147.00000298023224
3.0,114.3034970164299,146.0000057220459
3.0,108.81023496389389,144.99999284744263
3.0,109.25000888109207,143.9999955892563
3.0,96.13264030218124,142.99999833106995
3.0,101.95454204082489,142.0000010728836
3.0,100.88161611557007,141.00000381469727
3.0,104.47119790315628,140.00000655651093
3.0,111.0130945444107,138.99999368190765
3.0,107.0711361169815,137.9999964237213
3.0,112.96902734041214,136.99999916553497
3.0,111.79216635227203,136.00000190734863
3.0,114.19983524084091,135.0000046491623
3.0,109.01057016849518,134.00000739097595
3.0,111.85066545009613,132.99999451637268
3.0,110.66633200645447,131.99999725818634
3.0,109.23221397399902,131.0
3.0,106.3626036643982,130.00000274181366
3.0,121.0346412062645,128.99999767541885
3.0,123.47078663110733,128.0000004172325
3.0,127.04739898443222,127.00000315904617
3.0,127.33360886573792,125.99999809265137
3.0,128.06886100769043,125.00000083446503
3.0,127.79404330253601,124.00000357627869
3.0,133.5022497177124,122.99999850988388
3.0,134.68452179431915,122.00000125169754
3.0,131.69029247760773,120.99999618530273
3.0,143.72917568683624,119.9999989271164
3.0,144.30365681648254,119.00000166893005
3.0,146.0868330001831,117.99999660253525
3.0,147.82136404514313,116.99999934434891
3.0,137.7118422985077,116.00000208616257
3.0,145.82383692264557,114.99999701976776
3.0,168.481586933136,113.99999976158142
3.0,136.33844089508057,113.00000250339508
3.0,148.97159123420715,111.99999743700027
3.0,155.53370332717896,111.00000017881393
3.0,147.36194467544556,110.0000029206276
3.0,123.91750985383987,108.99999785423279
3.0,128.58065783977509,108.00000059604645
3.0,114.55565530061722,107.00000333786011
3.0,101.89557445049286,105.9999982714653
3.0,103.03209042549133,105.00000101327896
3.0,96.97222572565079,104.00000375509262
3.0,94.16516697406769,102.99999868869781
3.0,96.14290028810501,102.00000143051147
3.0,98.02873879671097,100.99999636411667
3.0,97.6134592294693,99.99999910593033
3.0,92.98526859283447,99.00000184774399
3.0,98.99813568592072,97.99999678134918
3.0,92.90791267156601,96.99999952316284
3.0,91.8088760972023,96.0000022649765
3.0,91.77150601148605,94.9999971985817
3.0,93.74767768383026,93.99999994039536
3.0,91.81140595674515,93.00000268220901
3.0,91.34985494613647,91.99999761581421
3.0,89.61736965179443,91.00000035762787
3.0,78.77600795030594,90.00000309944153
3.0,73.69786149263382,88.99999803304672
3.0,63.53793776035309,88.00000077486038
3.0,59.179263055324554,87.00000351667404
3.0,56.841836810112,85.99999845027924
3.0,51.499519139528275,85.0000011920929
3.0,56.97699689865112,83.99999612569809
3.0,55.51569068431854,82.99999886751175
3.0,57.55917301774025,82.00000160932541
3.0,58.2652693092823,80.9999965429306
3.0,57.434413462877274,79.99999928474426
3.0,57.56473636627197,79.00000202655792
3.0,58.02799737453461,77.99999696016312
3.0,58.22957018017769,76.99999970197678
3.0,61.177200108766556,76.00000244379044
3.0,61.244159400463104,74.99999737739563
3.0,63.388535499572754,74.00000011920929
